"dep","name","desc","date"
"semarnat","Tratamiento de rpbi in situ","Tratamiento de residuos biológicos","2016-01-31"
"semarnat","Almacenamiento (acopio)","Servicios de almacenamiento de residuos peligrosos","2016-01-31"
"semarnat","Recolección y Transporte","Servicios de recolección y transporte de residuos peligrosos","2016-01-31"
"semarnat","Confinamiento de residuos peligrosos industriales","Disposición final de residuos peligrosos","2016-01-31"
"semarnat","Incineración de residuos peligrosos industriales","Servicios de incineración de residuos peligrosos","2016-01-31"
"semarnat","Tratamiento de residuos peligrosos industriales","Servicios de tratamiento de residuos peligrosos","2016-01-31"
"semarnat","Reutilización de residuos peligrosos industriales","Servicios de reutilización de residuos peligrosos","2016-01-31"
"semarnat","Co-procesamiento de residuos peligrosos industriales","Procesamiento de residuos peligrosos","2016-01-31"
"semarnat","Aprovechamiento de residuos peligrosos industriales","Aprovechamiento de residuos peligrosos","2016-01-31"
"semarnat","Reciclaje de residuos peligrosos industriales","Reciclado de residuos peligrosos","2016-01-31"
"semarnat","Conservación de Suelos","Cambio de uso de Suelo en terrenos Forestales","2016-01-31"
"semarnat","Sanidad Forestal","Notificaciones de Saneamiento Forestal","2016-01-31"
"semarnat","Conjunto de datos de emisiones a la atmósfera de contaminantes criterio","Sistema de inventarios de Emisiones a la Atmósfera (SINEA)","2015-12-31"
"semarnat","Reportes de consumo y acopio de sustancias agotadoras de ozono (SAOs), seguimiento de trámites de importación de SAOs e información general sobre SAOs.","Sistema de Información y Seguimiento de Sustancias Agotadoras de la Capa de Ozono","2015-12-31"
"semarnat","Registro de Emisiones y Transferencia de Contaminantes","Registro de Emisiones y Transferencia de Contaminantes","2015-12-31"
"semarnat","Fomento Ambiental y Urbano","Recursos Semarnat Anexo 31","2016-02-29"
"semarnat","Indicadores Básicos del Desempeño Ambiental","Indicadores de Desempeño","2016-03-31"
"semarnat","Indicadores clave","Indicadores clave para el sector ambiental","2016-02-29"
"semarnat","Indicadores de crecimiento verde","Crecimiento Verde","2015-12-31"
"semarnat","Organismos estatales de medio ambiente y ecología","Base de datos de organismos de medio ambiente y ecología","2015-12-31"
"semarnat","Instituciones de educación superior afiliadas a la ANUIES, con proyectos de gestión ambiental","Base de datos de IES con programas ambientalización curricular y/o gestión ambiental del campus","2015-12-31"
"semarnat","Monto autorizado para el otorgamiento de subsidios en el programa U022 del 2015 en proyectos de la Dirección de Capacitación para el Desarrollo sustentable ","Subsidios aprobados por la DCDS","2015-12-31"
"semarnat","Proyectos de anexo","Proyectos del anexo PEF","2015-10-31"
"semarnat","Indicadores Cambio Climático","Indicadores reto cambio climático","2015-12-31"
"api-coa","Presupuesto  de egresos","Programa anual de adquisiciones, arrendamientos y servicios ","2015-11-30"
"api-coa","Arribos de Buques al Puerto de Coatzacoalcos","Informes concentrado de buques","2015-11-30"
"api-coa","Programas de Capacitación anual","Programa anual de capacitación para los empleados de la Entidad","2015-11-30"
"api-coa","Descriptivos","Requerimientos del puesto a ocupar en la plantilla autorizada para la Entidad","2015-11-30"
"api-coa","Reglamentos y códigos internos","Reglamento interno para los trabajadores de la Entidad","2015-11-30"
"api-coa","Manifiestos de Impacto Ambiental","Manifiestos de impacto ambiental para obras de construcción","2015-11-30"
"api-coa","Programa Maestro de Desarrollo","Programa Maestro de Desarrollo del Puerto","2015-11-30"
"api-coa","Programas de Inversión Anual de Obra Pública, Mantenimiento, arrendamientos y servicios.","Programa de inversión anual de obra pública y mantenimiento","2015-11-30"
"api-coa","Bienes Muebles adquiridos por la Entidad","Programa de disposición final de bienes muebles","2015-11-30"
"issfam","Créditos Hipotecarios","Tabla de Créditos Hipotecarios otorgados a los militares en activo por monto autorizado, tipo, grado, notaria, entidad federativa, por dependencia.","2015-12-31"
"issfam","Devolución del Fondo de la Vivienda Militar","Devolución del fondo de vivienda militar otorgados a los militares que dejan de pertenecer al servicio activo o disfrute de licencia ilimitada o en caso de muerte","2015-12-31"
"issfam","Devolución de Seguro Colectivo de Retiro","Tabla de Devolución del Seguro Colectivo de Retiro otorgados a los miembros de las Fuerzas Armadas que hayan prestado menos de 20 años de servicios por grado,  género y dependencia.","2015-12-31"
"issfam","Seguro Colectivo de Retiro","Tabla de Seguros Colectivo de Retiro otorgados a los militares que pasen a situación de retiro o fallecimiento en actos del servicio y hayan prestado veinte o más años de servicios efectivos por grado, género y dependencia.","2015-12-31"
"issfam","Seguro de Vida Militar","Tabla de Seguros de Vida Militar otorgados por tipo, (muerte e incapacidad) de los Militares  en activo y muerte en situación de retiro  grado,  género y dependencia.","2015-12-31"
"issfam","Pensionistas del ISSFAM","Tabla de Pensionistas con derecho a percibir pensión por  grado del causahabiente, fecha de nacimiento,  género, percepción y dependencia.","2015-12-31"
"issfam","Militares Retirados que perciben haber de retiro","Tabla de Militares en Situación de Retiro con derecho a percibir Haber de Retiro por   grado, fecha de nacimiento,  género,  percepción y dependencia.","2015-12-31"
"issfam","Capital humano del ISSFAM","Informacion laboral de los servidores publicos por nivel genero fecha de nacimiento fecha de ingreso direccion de adscripcion subdireccion de adscripcion","2015-12-31"
"nafin","Saldos de Credito","Saldos de credito, sector, estrato, estado","2015-12-31"
"nafin","Otorgamiento de Credito y Garantias","Otorgamientos, creditos, garantias, sector, estrato, estado","2015-10-31"
"presidencia","Reportes de atención de la disponibilidad de los recursos de Datos Abiertos","Tabla con los reportes de atención relativos a la disponibilidad de recursos de datos en datos.gob.mx","2016-02-12"
"presidencia","Feed de las acciones realizadas por las Instituciones de la Administración Pública Federal para la implementación de la Política de Datos Abiertos","Información sobre las acciones realizadas para la implementación de la Política de Datos Abiertos","2016-01-29"
"presidencia","Feed de los analíticos de uso de datos.gob.mx","Información de los analíticos del uso de datos.gob.mx","2015-12-04"
"presidencia","Histórico de los analíticos de uso de datos.gob.mx","Tabla con la información histórica de los analíticos del sitio datos.gob.mx","2015-11-30"
"presidencia","Consolidado de los Planes de Apertura","Tabla con la consolidación de todos los Planes de Apertura Institucionales publicados en datos.gob.mx","2015-11-30"
"presidencia","Consolidado de los Inventarios de Datos","Tabla con la consolidación de todos los Inventarios Institucionales de Datos publicados en datos.gob.mx","2015-11-30"
"presidencia","Catálogo de Recursos de Datos Abiertos","Tabla con los recursos de datos abiertos disponibles en datos.gob.mx - octubre de 2015","2015-11-13"
"presidencia","Histórico del catálogo de recursos de Datos Abiertos en datos.gob.mx","Tabla con el catálogo histórico de los recursos de datos abiertos disponibles en datos.gob.mx de julio de 2014 a septiembre de 2015","2015-10-26"
"presidencia","Catálogo de Conjuntos de Datos Abiertos","Tabla con los Conjuntos de Datos Abiertos disponibles en datos.gob.mx - octubre de 2015","2015-11-13"
"presidencia","Histórico del catálogo de conjuntos de Datos Abiertos en datos.gob.mx","Histórico del catálogo de conjuntos de datos abiertos publicados en datos.gob.mx de julio de 2014 a septiembre de 2015","2015-10-26"
"presidencia","Infraestructura Estratégica de Datos Abiertos","Tabla con los conjuntos procedentes del ejercicio de participación ciudadana denominado 'Infraestructura Estratégica de Datos Abiertos'","2015-10-26"
"presidencia","Reporte mensual de peticiones al C. Presidente","Peticiones remitidas al C. Presidente por ciudadanos y tramitadas por la Dirección General de Atención Ciudadana a las áreas que corresponde, por mes","2015-11-13"
"presidencia","Concentrado de peticiones al C. Presidente","Peticiones remitidas al C. Presidente por ciudadanos y tramitadas por la Dirección General de Atención Ciudadana a las áreas que corresponde, en el periodo mayo de 2014 - septiembre de 2015","2015-10-26"
"procuraduria-agraria","Sistema Integral de Administración ","Información contable","2015-12-28"
"procuraduria-agraria","Sistema Nacional de Contabilidad y Presupuesto","Información contable y presupuestal","2015-12-28"
"procuraduria-agraria","Parque vehicular","Parque vehicular propiedad de la Procuraduria Agraria","2016-01-25"
"procuraduria-agraria","Bienes muebles","Bienes muebles con los que cuenta la Procuraduria Agraria","2015-12-28"
"procuraduria-agraria","Modulos de atención","Espacios físicos distintos a las residencias y delegaciones, en los que la Procuraduria Agraria, realiza sus funciones con el objeto de acercar sus servicios a los sujetos agrarios.","2015-12-28"
"procuraduria-agraria","Delegaciónes y Residencias","Espacios físicos de las residencias y delegaciones, en los que la Procuraduria Agraria, realiza sus actividades sustantivas.","2015-11-30"
"ran","Total de Sujetos por Calidad Agraria","Listado que contiene el número de sujetos  por calidad agraria: Ejidatarios, Comuneros, Posesionarios, Avecindados, tomando en cuenta su genero, a nivel nacional y estatal","2015-11-30"
"ran","Acciones y Núcleos Agrarios","Listado de antecedentes de los Núcleos Agrarios que integran la Propiedad Social con corte de información al último día hábil de cada mes.","2015-10-27"
"ran","Estructura de la Propiedad Social","Listado que contiene la superficie  de la propiedad social dividida por  tipo y superficie. Agrupación: Federal, estatal y municipal.","2015-10-27"
"ran","Núcleos Agrarios Certificados","Listado que contiene el total de los núcleos agrarios certificados con los siguientes datos:  Estado, municipio, nombre del núcleo agrario, tipo y folio. Agrupación: Federal, estatal y municipal.","2015-10-27"
"ran","Catálogo de Núcleos Agrarios","Listado que contiene la relación de ejidos y comunidades con los datos siguientes:  Estado, municipio, nombre del núcleo agrario, tipo. Agrupación: Federal, estatal y municipal.","2015-10-27"
"ran","Delegaciones Estatales","Localización de las Sedes Delegaciones Estatales del Registro Agrario Nacional.","2015-11-17"
"ran","Trámites y Servicios Aprobados del RAN ","Tabla de trámites y servicios aprobados del RAN por delegación, estimado a partir de los sistemas institucionales SIMCR y SCG.","2015-12-15"
"ran","Trámites y Servicios Denegados del RAN ","Tabla de trámites y servicios denegados del RAN por delegación, estimado a partir de los sistemas institucionales SIMCR y SCG.","2015-12-15"
"ran","Trámites y Servicios Prevenidos del RAN ","Tabla de trámites y servicios prevenidos del RAN por delegación, estimado a partir de los sistemas institucionales SIMCR y SCG.","2015-12-15"
"ran","Trámites y Servicios mas Solicitados del RAN","Tabla de trámites y servicios más solicitados por delegación, estimado a partir de los sistemas institucionales SIMCR y SCG.","2015-11-13"
"ran","Delegaciones Estatales del RAN","Localización de las Sedes Delegaciones Estatales del Registro Agrario Nacional.","2015-10-01"
"ran","Normateca ","Marco Legal, Legislación Agraria Abrogada, Normas Internas de Operación (sustantivas) y Regulaciones Internas de Administración.","2015-12-15"
"ran","Zona de Asentamiento Humano","Las tierras destinadas al asentamiento humano integran el área necesaria para el desarrollo de la vida comunitaria del ejido, que está compuesta por los terrenos en que se ubique la zona de urbanización y su fundo legal","2015-11-17"
"ran","Zonas de Tierras Parceladas","Son los terrenos que han sido fraccionados y repartidos entre sus miembros y que se pueden explotar en forma individual, en grupo o colectivamente. Corresponde a los ejidatarios o comuneros el derecho de aprovechamiento, uso y usufructo de ellos. ","2015-11-17"
"ran","Tierra de uso común","Las tierras ejidales de uso común constituyen el sustento económico de la vida en comunidad del ejido y están conformadas por aquellas tierras que no hubieren sido especialmente reservadas por la asamblea para el asentamiento del núcleo de población, ni sean tierras parceladas","2015-11-17"
"ran","Perimetrales de los núcleos agrarios certificados","Polígonos ejidales o comunales. Linderos y superficies correspondientes a cada acción agraria o conjunto de acciones agrarias mediante las cuales se dotaron tierras a un núcleo agrario. ","2015-11-17"
"ran","Datos históricos derivados de la Certificación de la Propiedad Social, considerando beneficiados y documentos expedidos","Tabla que contiene el número de beneficiarios, y documentos expedidos, considerando el destino de la tierra: certificados parcelarios, de uso común y títulos de solar urbano.","2015-11-30"
"ran","Datos históricos derivados de la Certificación de la Propiedad Social","Tabla que contiene el número de ejidos regularizados historicamente, así como las superficies regularizadas y certificadas por destino de la tierra: área parcelada, uso común y asentamiento humano a nivel nacional y estatal.","2015-11-30"
"ran","Superficies incorporadas al régimen ejidal de dominios plenos.","Tabla que contiene las superficies desincorporadas del régimen social por adopción del dominio pleno, a nivel nacional y estatal","2015-11-30"
"ran","Superficies incorporadas al régimen ejidal de nuevos ejidos","Tabla que contiene las superficies incoporadas al régimen ejidal por constitución de nuevos ejidos","2015-11-30"
"ran","Listas de sucesión en Depósito ante el Registro Agrario Nacional.","Tabla que contiene el número de listas de sucesión en Deposito a nivel nacional y estatal ","2015-11-30"
"ran","Superficies desincorporadas de la propiedad social vía dominio pleno.","Tabla que contiene las superficies desincorporadas del régimen social por adopción del dominio pleno, a nivel nacional y estatal","2015-11-30"
"ran","Traslados de Derechos por sucesión","Tabla que contiene el número de traslados de derechos realizados a nivel nacional y estatal","2015-11-30"
"ran","Contratos de Enajenación o Cesiones de Derechos Parcelarios ","Tabla que contiene el número de contratos de enajenación de derechos parcelarios inscritos, a nivel nacional y estatal ","2015-11-30"
"ayuntamiento-de-san-pedro-garza-garcia","Programas Sociales del DIF"," En el caso de la información sobre programas de subsidio, se deberá considerar toda aquélla sobre los programas sociales administrados por el Sistema Municipal para el Desarrollo Integral de la Familia; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Situación Patrimonial","La información que muestre el estado que guarda su situación patrimonial, incluyendo la relación de los bienes muebles e inmuebles, con los inventarios relacionados con altas y bajas en el patrimonio del municipio. En relación con los bienes inmuebles provenientes de las áreas de cesión realizadas por cualquier crecimiento urbano, deberá señalarse tal circunstancia e igualmente cuando se les hubiere cambiado su destino, así cómo cuando se otorgue alguna concesión sobre dichas áreas para su uso, aprovechamiento o explotación a particulares o instituciones de derecho público o privado;","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Estadísticas de Seguridad","Estadísticas e indicadores del desempeño de los cuerpos de Seguridad, Tránsito y las demás entidades de la administración municipal; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Empréstitos, deudas y enajenacioens","Empréstitos, deudas contraídas, así como una relación de bienes enajenados; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Recursos recibidos por multas","Los recursos recibidos por concepto de multas así como el uso o aplicación que se les da; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Indicadores de Servicios Públicos"," Los indicadores de gestión de los servicios públicos que presta el municipio","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia"," Recursos entregados a personas físicas y morales","Toda la información relativa a los recursos entregados a personas físicas y morales privadas, así como aquélla relativa al destino que se les dio a esos recursos. ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Padrón de Proveedores","El Padrón de los Proveedores registrados en el municipio","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Presupuestos de Ingresos y Egresos","La relativa al presupuesto asignado en lo general y por progra­mas, así como los informes trimestrales sobre su ejecución y las fórmulas de distribución de los recursos, federales o estatales, a los municipios","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Concesiones, licencias, permisos y autorizaciones","Respecto de las concesiones, licencias, permisos y autorizaciones se debe publicar su objeto, el nombre o razón social del titular, el tipo de licencia, permiso, concesión o autorización, así como si el procedimiento involucra el aprovechamiento de bienes, servicios o recursos públicos","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Contratos de Adquisiciones","convocatorias y bases para la adjudicación de proyectos de asociaciones público privadas, las modificaciones que se lleven a cabo y el fallo final, debiendo publicar al menos, de cada proyecto, el número de registro, el nombre de la Contratante, el nombre del Desarrollador, la descripción general del proyecto, la fecha de contratación y el importe de los compromisos de pago o aportación de recursos estatales por cada año de vigencia del contrato, señalando, en su caso, el importe comprendido en la partida presupuestal de pago preferente;","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Contratos y convenios de obras públicas","Respecto de los contratos o convenios celebrados por el sujeto obligado, un listado que relacione el número de contrato, su fecha de celebración, el nombre o razón social del contratante o proveedor y, en su caso, el monto del valor total de la contratación.","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Pagos a proveedores, asesorías, comunicación social"," La relación analítica mensual de pagos hechos a contratistas, proveedores, prestadores de servicios por honorarios pagados a profesionistas, gastos en comunicación social, representaciones, asesorías y en general todas las erogaciones que por cualquier concepto se realicen, que incluya el número de control, nombre, razón o denominación social, breve descripción del gasto y monto pagado incluyendo el Impuesto al Valor Agregado; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Nómina Mensual","La nómina mensual para la retribución de los servidores públicos con expresión del nombre completo, cargo y la remuneración, presentándose esta última en forma neta y bruta, debiéndose de adicionar en su caso, la información relativa a cualquier deducción, percepción, prestaciones y compensaciones que reciban con respecto al ejercicio de su responsabilidad; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Viáticos, gastos de representación y alimentos","Una lista con el importe por concepto de viáticos, gastos de representación y alimentación, donde se vincu­len estos gastos mensuales al servidor público que los ejecutó con motivo de su encargo o comisión; ","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Programas de Capacitación","Un listado de los programas de capacitación, el número de servidores públicos capacitados así como las evaluaciones de los mismos;","2015-12-31"
"ayuntamiento-de-san-pedro-garza-garcia","Servidores Públicos Comisionados","Una relación de los servidores públicos comisionados por cualquier causa, incluso de carácter sindi­cal, indicando el objeto, lugar y duración de la Comisión;","2015-12-31"
"salud","Subsistema URGENCIAS","Información contenida dentro de la Base de Datos de Urgencias Médicas,  de la Secretaría de Salud","2015-12-11"
"salud","Subsistema LESIONES","Información contenida dentro de la Base de Datos de Lesiones y Causas de Violencia, de la Secretaría de Salud","2015-12-11"
"salud","Subsistema de Cuentas en Salud (SICUENTAS) ","El Subsistema de Cuentas en Salud esta conformado por tres clasificadores: Actividad Institucional, Funciones de Atención y por Objeto del Gasto","2016-02-12"
"salud","Egresos Hospitalarios de la Secretaría de Salud, Versión sectorial","Egresos Hospitalarios de Unidades Médicas a nivel sectorial de la Secretaría de Salud del año estadístico 2007 a 2014","2015-12-11"
"salud","Indicadores de Inclusión Social","Conjunto de indicadores relacionados al Objetivo de Desarrollo Sustentable (ODS)","2015-08-07"
"salud","Egresos Hospitalarios de la Secretaría de Salud","Egresos Hospitalarios de Unidades Médicas Hospitalarias de la Secretaría de Salud del año estadístico 2010 a 2013","2015-08-28"
"salud","Registro de Nacimientos","Contiene una descripción de cada uno de los campos que se tienen en las bases de datos de nacimientos del 2008 al 2013","2015-08-28"
"salud","Mortalidad Materna","La base de datos contiene información de los casos de defunción relacionados con la mortalidad materna.","2015-08-28"
"salud","Recursos en salud","La base de datos contiene información de los recursos físicos (camas, consultorios, quirófanos), el personal de salud (médicos, enfermeras, técnicos y otro personal), así como del equipo médico en las unidades médicas. Información de la capacidad instalada en los establecimientos en salud.","2015-08-28"
"sct","Infraestructura Mixta","Información sobre flota activa de autotransporte y Medicina Preventiva en el autotransporte y certificaciones en procesos","2015-09-01"
"sct","Infraestructura Marítimo-Portuaria ","Información sobre flotas activas y estadísticas de operaciones de puertos","2015-11-01"
"sct","Infraestructura Ferroviaria","Información sobre licencias, solicitudes, empresas y personal, así como capacidades por tipo de licencia","2015-09-01"
"sct","Infraestructura de Telecomunicaciones","Información sobre México conectado y los avances en Televisión Digital Terrestre","2015-09-01"
"sct","Infraestructura Carretera","Contiene información sobre carreteras, casetas, tarifas, movimientos y obras","2015-09-01"
"sct","Infraestructura Aeroportuaria","Información sobre estadísticas de operaciones de vuelos","2015-09-01"
"se","Estadística de la Unidad de prácticas Comerciales Internacionales","Estadísticas de investigaciones, cuotas, resoluciones por practicas desleales de comercio internacional y medidas de salvaguardia","2016-02-29"
"se","Compras de Gobierno a MIPYMES","Tabla con montos de compras de Gobierno a MIPYMES de dependencias y entidades de la APF","2015-10-30"
"se","Producción de Sal","Contiene la capacidad de producción de sal industrial en ESSA","2016-07-29"
"se","Financiamiento al sector minero y su cadena de valor","Base de datos de los montos de créditos otorgados al sector minero","2015-07-29"
"se","Capacitación al sector minero y su cadena de valor","Base de datos del número de personas capacitadas al sector minero","2015-07-29"
"se","Asistencia técnica al sector minero y su cadena de valor","Base de datos de la asistencia técnica al sector minero","2015-07-29"
"se","Promotores Autorizados","Padrón de personal de las cámaras empresariales como promotores del registro al SIEM","2015-10-30"
"se","Directorio de Cámaras Empresariales autorizadas","Directorio de cámaras empresariales autorizadas por la Secretaría de Economía como operadores del SIEM","2015-10-30"
"se","Verificaciones realizadas por la Secretaría de Economía a través de la Procuraduría Federal del Consumidor (PROFECO) ","Tabla de resultados de las verificaciones realizadas por PROFECO a los productos sujetos a norma oficial mexicana","2015-10-30"
"se","Catálogo de organismos acreditados por la Entidad Mexicana de Acreditación","Tabla de organismos acreditados por la Entidad Mexicana de Acreditación vigentes","2015-10-30"
"se","Registro Nacional de Inversiones Extranjeras","Listado del Registro Nacional de Inversiones Extranjeras","2015-10-30"
"se","Inversión Extranjera Directa","Información trimestral por flujos y porcentajes de Inversión Extranjera Directa","2015-10-30"
"se","Base de datos de beneficiarios del PROIAT","Base de Datos de beneficiarios del Programa de Apoyo para la Mejora Tecnológica de la Industria de Alta Tecnología (PROIAT)","2015-10-30"
"se","Precios de medicamentos de patente","Lista de precios máximos de venta al público de medicamentos de patente a nivel nacional","2015-11-30"
"se","Beneficiarios del PROIND","Listado de Beneficiarios del Programa para Impulsar la Competitividad de Sectores Industriales (PROIND)","2015-10-30"
"se","Información de precios al mayoreo","Tablas de precios de mercados nacionales","2015-10-30"
"se","Tarjeta del Registro Público de Minería","Tarjeta de Registro Informativa en formato digital de las concesiones mineras actos, contratos y convenios inscritos en el Registro Público de Minería","2015-12-31"
"se","Inventarios Mineros Municipales ","Inventarios Mineros Municipales y por carta escala 1.50,000, contiene información de minerales no metálicos, utilizadas en la industria de la construcción, así como minerales industriales","2016-04-29"
"se","Geoquímica escala 1:250,000","Capa geoquímica escala 1:250,000 de la República Mexicana","2015-07-17"
"se","Geología de la República Mexicana escala 1:250,000","Continúo Nacional de Geología de la República Mexicana","2015-07-17"
"se","Geofísica escala 1:250,000","Mapa Aeromagnético de la República Mexicana escala 1:250,000","2015-12-31"
"se","Directorio de la Minería Mexicana","Tabla de consultores, proveedores, serivios geológicos y empresas productoras del minerales","2015-04-29"
"se","Anuario Estadístico de Exportaciones, Importaciones y Producción de la Minería Mexicana.","Tabla de Exportaciones, Importaciones y Producción de la Minería Mexicana","2014-11-30"
"se","Proyectos beneficiados por el Fondo Sectorial de innovación Secretaría de Economía - CONACYT (FINNOVA)","Proyectos beneficiados por Fondo Sectorial de innovación (FINNOVA)","2015-12-31"
"se","Padrón de Beneficiarios de PROSOFT","Listado de beneficiarios del Programa para el Desarrollo de la Industria del Software (PROSOFT)","2016-02-29"
"se","Organismos Promotores Autorizados PROSOFT","Listado de los datos de los Organismos Promotores autorizados por Programa para el Desarrollo de la Industria del Software (PROSOFT)","2015-10-30"
"se","Base de datos de indicadores del PROSOFT","Indicadores de Programa para el Desarrollo de la Industria del Software (PROSOFT)","2016-02-29"
"se","Informes de Inspección a las concesiones mineras","Resultados de las Visitas de Inspección a las concesiones mineras","2015-12-31"
"se","Concesiones Mineras","Bases de Datos de Concesiones Minera","2015-10-30"
"se","Cartografía Minera","Cartografía de concesiones mineras en el territorio nacional","2016-06-30"
"se","Regulaciones no arancelarias","Tarifa histórica de los impuestos generales de Importación y Exportación","2015-10-30"
"se","Regulaciones arancelarias","Base de regulaciones no arancelarias por instrumentos jurídicos","2015-12-31"
"se","Programas de Fomento al Comercio Exterior","Matriz de fracciones vigentes en el programa de promoción sectorial (PROSEC - Art. 5)","2015-10-30"
"se","PROSEC","Listado de empresas de Programas de Promoción Sectorial (PROSEC) 2015","2015-10-30"
"se","Permisos","Listado de permisos de importación y exportación en Comercio Exterior","2015-10-30"
"se","IMMEX","Lista de beneficiarios, directorio de programas, empresas y reporte anual de Industria Manufacturera Maquiladora y de Servicios de Exportación (IMMEX)","2015-10-30"
"se","Drawback","Listado de beneficiarios del programa de devolución de impuestos de importación a los exportadores (DRAWBACK)","2015-10-30"
"se","Cupos","Listado de cupos de importación vigentes","2015-10-30"
"se","Certificados de origen","Concentrado de Certificados de Origen","2015-10-30"
"se","Aviso","Listado de beneficiarios de Avisos automáticos de exportación e importación","2015-10-30"
"se","Estadística de Comercio Exterior","Estadísticas de importaciones y exportaciones de México y sus catálogos descriptivos de fracción arancelaria y países","2015-10-30"
"se","Personas microacreditadas","Personas beneficiadas en el Programa Nacional de Financiamiento al Microempresario (PRONAFIM)","2015-10-30"
"se","Personas capacitadas","Personas capacitadas en el Programa Nacional de Financiamiento al Microempresario (PRONAFIM)","2015-10-30"
"se","Número de mujeres rurales microacreditadas","Número de mujeres rurales microacreditadas en el Programa Nacional de Financiamiento al Microempresario (PRONAFIM)","2015-10-30"
"se","Número de mujeres rurales capacitadas","Número de mujeres rurales capacitadas en el Programa Nacional de Financiamiento al Microempresario (PRONAFIM)","2015-10-30"
"se","Microcréditos otorgados","Microcréditos otorgados en el Programa Nacional de Financiamiento al Microempresario (PRONAFIM)","2015-10-30"
"se","IMF activas","Directorio de las Instituciones de Microfinanzas del Programa Nacional de Financiamiento al Microempresario (PRONAFIM)","2015-10-30"
"sedatu","Regionalizacion funcional de México","El indicador muestra la superficie y el porcentaje de los tipos de vegetación natural en el país. Capas de inforamción geográfica de la Regionalización Funcional del Territorio","2015-11-18"
"sener","Longitud de líneas de transmisión por diferentes KV","Longitud de líneas de transmisión por diferentes KV.","2015-10-27"
"sener","Logros 2014 del Programa Sectorial de Energía ","Resultados de los indicadores","2016-08-31"
"sener","Logros 2014 del Programa Nacional para el Aprovechamiento Sustentable de la Energía 2014-2018","Resultados de los indicadores","2016-08-31"
"sener","Logros 2014 del Programa Especial para el Aprovechamiento de Energías Renovables","Resultados de los indicadores","2016-08-31"
"sener","Líquidos fraccionados por centro y tipo de liquido","Líquidos fraccionados por centro y tipo de liquido.","2015-10-27"
"sener","Licitaciones Públicas","Estudio de análisis costo-beneficio para la construcción de los gasoductos de cobertura social Salina Cruz - Tapachula y Lázaro Cárdenas - Acapulco.","2015-10-27"
"sener","Investigación y Desarrollo","Informes de diversas instituciones","2016-02-29"
"sener","Informe de Gobierno","Informes de Gobierno","2016-08-31"
"sener","Informe de Ejecución: Apéndice de Indicadores del Plan Nacional de Desarrollo y sus Programas","Indicadores de diversos programas","2016-08-31"
"sener","Informe de Ejecución","Ahorro de energía eléctrica, producción y reservas de hidrocarburos","2016-08-31"
"sener","Informe Cero del Fondo para la Transición Energética y el Aprovechamiento Sustentable de la Energía","Memoria que describe las acciones efectuadas por el FOTEASE, así como sus participantes, sesiones realizadas, montos autorizados, proyectos desarrollados (descripción general de ellos).","2016-02-29"
"sener","Informe 2 Fondos Sectoriales","Descripción general de los Fondos Sectoriales de Energía, seguimiento de los proyectos apoyados, así como iniciativas.","2016-02-29"
"sener","Información general del Fondo para la Transición Energética y el Aprovechamiento Sustentable de la Energía","Información de relevante sobre el FOTEASE.","2016-02-29"
"sener","Incidentes","Es información que presentan los permisionarios en materia de gas L.P. sobre incidentes que afecten el suministro o el desarrollo de las actividades permisionadas.","2015-10-27"
"sener","Importaciones de gas licuado; propano y butano por punto de internación","Importaciones de gas licuado; propano y butano por punto de internación.","2015-10-27"
"sener","Hidrocarburos","Precios, producción y distribución de hidrocarburos","2016-02-29"
"sener","Generación bruta de electricidad por tecnología","Generación bruta de electricidad por tecnología.","2015-10-27"
"sener","Generación bruta de electricidad por proceso","Generación bruta de electricidad por proceso.","2015-10-27"
"sener","Generación bruta de electricidad por entidad federativa","Generación bruta de electricidad por entidad federativa.","2015-10-27"
"sener","Gastos en publicidad gubernamental","Montos ejercidos en publicidad gubernamental en medios de comunicación.","2016-08-31"
"sener","Fondo de Servicio Universal Eléctrico","Documentos del Fondo de Servicio Universal Eléctrico","2015-10-27"
"sener","Fideicomisos","Fondos de Instituciones","2015-10-27"
"sener","Estructura de precios por producto petrolífero e impuestos relacionados","Estructura de precios por producto petrolífero e impuestos relacionados.","2015-10-27"
"sener","Equipos de perforación por región","Equipos de perforación por región.","2015-10-27"
"sener","Electricidad","Energía eléctrica","2016-02-29"
"sener","Elaboración de productos petroquímicos por centro de producción","Elaboración de productos petroquímicos por centro de producción.","2015-10-27"
